chaveTituloAno	ano	autor	instituicao	cidade	cidadeReconciliada	latitude	longitude	estado	pais
sdiesp2021	2021	Douglas Dyllon Jeronimo de Macedo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
acdirc2021	2021	Joana Halta dos Santos	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
acdirc2021	2021	Douglas Dyllon Jeronimo de Macedo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
uepcie2021	2021	Washington Luís Ribeiro de Carvalho Segundo	IBICT	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
uepcie2021	2021	Vivian Silva	IBICT	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
uepcie2021	2021	Josir Gomes	IBICT	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
uepcie2021	2021	Ary Dias	IBICT	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
uepcie2021	2021	Juliana Schneider	IBICT	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
uepcie2021	2021	Thiago Magela Rodrigues Dias	CEFET-MG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
uepcie2021	2021	Tales Henrique José Moreira	CEFET-MG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
uepcie2021	2021	Adilson Luiz Pinto	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
uepcie2021	2021	Luc Quoniam	UFMS	Pioneiros	Mato Grosso do Sul	-20.183333333333334	-54.7	MS	Brasil
uepcie2021	2021	Lautaro Matas	La Referencia	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
sàgddd2018	2018	Fernanda Gomes Almeida	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
sàgddd2018	2018	Marcos de Souza	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
rcrput2018	2018	Max Melquiades da Silva	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
rcrput2018	2018	Simone Cristina Dufloth	FJP	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
rdddpi2018	2018	André Luiz França de Madeiro	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
rdener2018	2018	Jairo Santana	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
rdener2018	2018	Diefferson K. Moro	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
rdener2018	2018	Rogério de Aquino Silva	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
rdener2018	2018	Vinicius Faria Culmant Ramos	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
rdener2018	2018	Gustavo Medeiros de Araujo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdmpdd2018	2018	Felipe Augusto Arakaki	IFSP	Itapetininga	Itapetininga	-23.591666666667	-48.053055555556	SP	Brasil
pdmpdd2018	2018	Ana Carolina Simionato Arakaki	UFSCar	São Carlos	São Carlos	-22.017777777778	-47.890833333333	SP	Brasil
pdmpdd2018	2018	Paula Regina Ventura Amorim Gonçalez	UFES	Vitória	Vitoria	-20.310555555555556	-40.297222222222224	ES	Brasil
pdmpdd2018	2018	Plácida Leopoldina Ventura Amorim da Costa Santos	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
otbdqd2018	2018	Marcos de Souza	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
otbdqd2018	2018	Fernanda Gomes Almeida	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
otbdqd2018	2018	Renato Rocha Souza	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
oedenâ2018	2018	Renata Lemos dos Anjos	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
oedenâ2018	2018	Débora Gomes de Araújo	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
ndvgpd2018	2018	Adriana Alves Rodrigues	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
leauei2018	2018	Matheus José Pessoa de Andrade	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
leauei2018	2018	Tassyara Onofre de Oliveira	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
idedpa2018	2018	Roberto Zaina	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
idedpa2018	2018	Vinicius Faria Culmant Ramos	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
idedpa2018	2018	Gustavo Medeiros de Araujo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
hdvdpc2018	2018	Mirelys Puerta Díaz	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
hdvdpc2018	2018	Edgar Bisset Alvarez	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
hdvdpc2018	2018	Silvana Aparecida Borsetti Gregorio Vidotti	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
gdddba2018	2018	Filipi Miranda Soares	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
gdddba2018	2018	Raíssa Yuri Hamanaka	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
gdddba2018	2018	Benildes Coura Moreira dos Santos Maculan	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
eeecdd2018	2018	Sandro Rautenberg	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
eeecdd2018	2018	Alan H. Costa	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
eeecdd2018	2018	Paulo R. V. do Carmo	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
eeecdd2018	2018	Renan A. M. Nutse	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
eeecdd2018	2018	Maria A. C. Knüppel	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
eeecdd2018	2018	Marta C. R. Anciutti	Unicentro	Guarapuava	Guarapuava	-25.395	-51.457777777778	PR	Brasil
da+ccu2018	2018	Enrique Muriel-Torrado	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
da+ccu2018	2018	Rebeca Silva Fernandes de Moura	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
dapsgu2018	2018	Rafael M. Toscano	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
dapsgu2018	2018	Valdecir Becker	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
dapsgu2018	2018	Helder Bruno A. M. de Souza	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
dapsgu2018	2018	Marianna C. Teixeira	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
dtnpdr2018	2018	Andrea Carmo Name Willemin	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
dtnpdr2018	2018	Geralda Magella de Faria	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
dtnpdr2018	2018	Cláudio José Amante	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
alcces2018	2018	Maria Carolina Zanini Ferreira	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
alcces2018	2018	Clarissa Stefani Teixeira	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
alcces2018	2018	Enrique Muriel-Torrado	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
auadvd2018	2018	Talitha Alessandra Medeiros Ribeiro	IFBA	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
auadvd2018	2018	Larissa de Sousa Moreira Gusmão	IFBA	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
auadvd2018	2018	Damires Yluska de Souza Fernandes	IFBA	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
adsise2018	2018	Luis Felipe Rosa de Oliveira	NOVAIMS	Lisboa	Lisbon	38.708042	-9.139016		Portugal
adsise2018	2018	Luis Felipe Rosa de Oliveira	UFG	Goiânia	Goiânia	-16.680555555555557	-49.256388888888885	GO	Brasil
adrepe2018	2018	Roberto Silva de Oliveira Júnior	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
adrepe2018	2018	Douglas Valentim de Almeida Cardins	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
adrepe2018	2018	Wenddell Juler Pereira de Lima	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
adrepe2018	2018	Thereza Patrícia Pereira Padilha	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
adrepe2018	2018	Vanessa Farias Dantas	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
acddàl2018	2018	Tereza Cristina Fernande	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
acddàl2018	2018	Marcello Mundim Rodrigues	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
adcdvd2018	2018	Jeanne Louize Emygdio	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
adcdvd2018	2018	Eduardo Ribeiro Felipe	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
dfàpnb2018	2018	Rossana Gleucy de Ávila Chagas e Carvalho	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
dfàpnb2018	2018	Márcio Matias	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
iepnlg2018	2018	Rosilene Paiva Marinho de Sousa	UNIPÊ	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
iepnlg2018	2018	Fernando Antônio de Vasconcelos	UNIPÊ	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
iepnlg2018	2018	Marckson Roberto Ferreira de Sousa	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
opdmnc2018	2018	Rachel Cristina Vesu Alves	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
paddud2018	2018	Elizabete Cristina De Souza De Aguiar Monteiro	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
paddud2018	2018	Jacquelin Teresa Camperos Reyes	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
paddud2018	2018	Elaine Parra Affonso	FATEC	Presidente Prudente	Presidente Prudente	-22.125833333333	-51.388888888889	ES	Brasil
paddud2018	2018	Ricardo Cesar Gonçalves Sant’ana	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
tbunpn2018	2018	Jailton Cardoso da Cruz	UFAL	Maceió	Maceió	-9.6658333333333	-35.735	AL	Brasil
opfcdp2018	2018	Bárbara Carvalho Diniz	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
opfcdp2018	2018	Guilherme Ataíde Dias	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
opfcdp2018	2018	Alzira Karla Araújo da Silva	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
pdgddu2018	2018	Débora Gomes de Araújo	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
maeics2018	2018	Pedro Jácome de Moura Jr	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
maeics2018	2018	Maicon Henrique Ferreira Aragão	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
pdaece2018	2018	Milena Teixeira	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdaece2018	2018	Leandro Pereira Garcia	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdaece2018	2018	Ingo Ramos	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdaece2018	2018	Lucas Alexandre Pedebôs	SESA	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdaece2018	2018	Douglas Macedo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdaece2018	2018	Gustavo Medeiros de Araujo	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
caopdm2018	2018	Ana Alice Baptista	UMinho	Minho	Minho	41.55101815015876	-8.42837812306232		Portugal
iddbeo2018	2018	Maurício Barcellos Almeida	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
cdeddp2018	2018	Luís Fernando Sayão	CIN	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
ibpddp2018	2018	Pedro Luiz Pizzigatti Corrêa	USP	Ribeirão Preto	Ribeirão Preto	-21.178333333333	-47.806666666667	SP	Brasil
tmoudd2018	2018	Moisés Lima Dutra	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
opdbnp2018	2018	Miriam Cândida de Jesus	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
opdbnp2018	2018	Nina Cláudia Mendonça Campos de Miranda	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
opdbnp2018	2018	Célia da Consolação Dias	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
mapdsa2018	2018	Marcos Vinícius Ferreira Cesário	MP/PB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
agdddp2018	2018	Guilherme Ataíde Dias	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
ddpeop2018	2018	Plácida Leopoldina Ventura Amorim da Costa Santos	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
acdieo2018	2018	Luana Farias Sales	CIN	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
aqdidc2018	2018	Sandra de Albuquerque Siebra	UFPE	Recife	Recife	-8.0538888888889	-34.880833333333	PE	Brasil
aqdidc2018	2018	Ricardo Cesar Gonçalves Sant’ana	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
aqdidc2018	2018	Plácida Leopoldina Ventura Amorim da Costa Santos	UNESP	Marília	Marília	-22.213888888889	-49.945833333333	SP	Brasil
aqdidc2018	2018	Luana Farias Sales	CIN	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
aedddp2018	2018	Wagner Junqueira de Araújo	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
aedddp2018	2018	Ana Alice Baptista	UMinho	Minho	Minho	41.55101815015876	-8.42837812306232		Portugal
aedddp2018	2018	Marcello Peixoto Bax	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
aedddp2018	2018	Pedro Luiz Pizzigatti Corrêa	USP	Ribeirão Preto	Ribeirão Preto	-21.178333333333	-47.806666666667	SP	Brasil
aedddp2018	2018	Luís Fernando Sayão	CIN	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
acdrdd2018	2018	Pollianna Marys de Souza e Silva	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
acdrdd2018	2018	Sandra de Albuquerque Siebra	UFPE	Recife	Recife	-8.0538888888889	-34.880833333333	PE	Brasil
piadmd2018	2018	Marcelo da Silva Morreira	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
piadmd2018	2018	Enrique Muriel-Torrado	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
acdieo2018	2018	Gracielle Mendonça Rodrigues Gomes	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
acdieo2018	2018	Marcello Mundim Rodrigues	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
pdcddc2018	2018	Renata Lemos dos Anjos	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
pdcddc2018	2018	Marynice de Medeiros Matos Autran(	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
mmpaop2018	2018	Bruno Cesarino Soares	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
mmpaop2018	2018	Rogério Amaral Bonatti	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
mmpaop2018	2018	Renata Maria Abrantes Baracho	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
wsdrpd2018	2018	Alexandre Ribas Semele	UFRS	Porto Alegre	Porto Alegre	-30.032777777778	-51.23	RS	Brasil
wsdrpd2018	2018	Adilson Luiz Pinto	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
wsdrpd2018	2018	Arthur Oliveira	UFRS	Porto Alegre	Porto Alegre	-30.032777777778	-51.23	RS	Brasil
addiaa2018	2018	Guilherme Ataíde Dias	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
addiaa2018	2018	Denysson Axel Ribeiro Mota	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
addiaa2018	2018	André Luiz Dias de França	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
addiaa2018	2018	Eduardo de Santana Medeiros Alexandre	IFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
caodpc2018	2018	Luciana Gonçalves Silva Souza​​	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
caodpc2018	2018	Izabel Antonina de Araújo​​	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
caodpc2018	2018	Júlia Rocha Ribeiro	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
metudt2018	2018	Denysson Axel Ribeiro Mota	UFCA	Juazeiro do Norte	Juazeiro do Norte	-7.2127777777778	-39.315	CE	Brasil
metudt2018	2018	Gracy Kelli Martins	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
rdddpa2022	2022	Letícia Guarany Bonetti	UFSCar	São Carlos	São Carlos	-22.017777777778	-47.890833333333	SP	Brasil
rdddpa2022	2022	Ana Carolina Simionato Arakaki	UFSCar	São Carlos	São Carlos	-22.017777777778	-47.890833333333	SP	Brasil
odspnf2019	2019	Adriana Veloso Meireles	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
acdiea2018	2018	Gracielle Mendonça Rodrigues Gomes	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
acdiea2018	2018	Marcello Mundim Rodrigues	UFMG	Belo Horizonte	Belo Horizonte	-19.928055555555556	-43.941944444444445	MG	Brasil
