chaveTituloAno	ano	autor	instituicao	cidade	cidadeReconciliada	latitude	longitude	estado	pais
radadc2021	2021	Paula Regina Ventura Amorim Gonçalez	UFES	Vitória	Vitoria	-20.310555555555556	-40.297222222222224	ES	Brasil
pddudà2021	2021	Luiz Gustavo de Sena Brandão Pessoa	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
pddudà2021	2021	Marckson Roberto Ferreira de Sousa	UFPB	João Pessoa	João Pessoa	-7.12	-34.88	PB	Brasil
mdeeac2021	2021	Dalton Lopes Martins	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
cddnec2021	2021	Patrícia Takaki	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
cddnec2021	2021	Moisés Lima Dutra	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
pdqpde2021	2021	Daniela Lucas da Silva Lemos	UFES	Vitória	Vitoria	-20.310555555555556	-40.297222222222224	ES	Brasil
pdqpde2021	2021	Dalton Lopes Martins	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
pdqpde2021	2021	Danielle do Carmo	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
cddpad2021	2021	Luis Felipe Rosa de Oliveira	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
cddpad2021	2021	Dalton Lopes Martins	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
mdmntn2021	2021	Joyce Siqueira	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
mdmntn2021	2021	Dalton Lopes Martins	UnB	Brasília	Brasília	-15.793888888889	-47.882777777778	DF	Brasil
mdmntn2021	2021	Vinícius Nunes Medeiros	Tainacan	Goiânia	Goiânia	-16.680555555555557	-49.256388888888885		Brasil
sdiesp2021	2021	Márcio José Sembay	UFSC	Florianópolis	Florianópolis	-27.593280555556	-48.553047222222	SC	Brasil
